"ID","Pattern","Parent.size","Offspring.number","Largest.offspring","Smallest.offspring","Combined.size","Is.Approved","Observations"
817,"[5, 4, 1, 1, 1, 1, 1, 1, 1]",17,9,5,1,16,0,0
818,"[5, 3, 3, 3, 2]",17,5,5,2,16,0,0
819,"[5, 3, 3, 3, 1, 1]",17,6,5,1,16,0,0
820,"[5, 3, 3, 2, 2, 1]",17,6,5,1,16,0,0
821,"[5, 3, 3, 2, 1, 1, 1]",17,7,5,1,16,0,0
822,"[5, 3, 3, 1, 1, 1, 1, 1]",17,8,5,1,16,0,0
823,"[5, 3, 2, 2, 2, 2]",17,6,5,2,16,0,0
824,"[5, 3, 2, 2, 2, 1, 1]",17,7,5,1,16,0,0
825,"[5, 3, 2, 2, 1, 1, 1, 1]",17,8,5,1,16,0,0
826,"[5, 3, 2, 1, 1, 1, 1, 1, 1]",17,9,5,1,16,0,0
827,"[5, 3, 1, 1, 1, 1, 1, 1, 1, 1]",17,10,5,1,16,0,0
828,"[5, 2, 2, 2, 2, 2, 1]",17,7,5,1,16,0,0
829,"[5, 2, 2, 2, 2, 1, 1, 1]",17,8,5,1,16,0,0
830,"[5, 2, 2, 2, 1, 1, 1, 1, 1]",17,9,5,1,16,0,0
831,"[5, 2, 2, 1, 1, 1, 1, 1, 1, 1]",17,10,5,1,16,0,0
832,"[5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",17,11,5,1,16,0,0
833,"[5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",17,12,5,1,16,0,0
834,"[4, 4, 4, 4]",17,4,4,4,16,1,714
835,"[4, 4, 4, 3, 1]",17,5,4,1,16,0,0
836,"[4, 4, 4, 2, 2]",17,5,4,2,16,0,0
837,"[4, 4, 4, 2, 1, 1]",17,6,4,1,16,0,0
838,"[4, 4, 4, 1, 1, 1, 1]",17,7,4,1,16,0,0
839,"[4, 4, 3, 3, 2]",17,5,4,2,16,0,0
840,"[4, 4, 3, 3, 1, 1]",17,6,4,1,16,0,0
841,"[4, 4, 3, 2, 2, 1]",17,6,4,1,16,0,0
842,"[4, 4, 3, 2, 1, 1, 1]",17,7,4,1,16,0,0
843,"[4, 4, 3, 1, 1, 1, 1, 1]",17,8,4,1,16,0,0
844,"[4, 4, 2, 2, 2, 2]",17,6,4,2,16,0,0
845,"[4, 4, 2, 2, 2, 1, 1]",17,7,4,1,16,0,0
846,"[4, 4, 2, 2, 1, 1, 1, 1]",17,8,4,1,16,0,0
847,"[4, 4, 2, 1, 1, 1, 1, 1, 1]",17,9,4,1,16,0,0
848,"[4, 4, 1, 1, 1, 1, 1, 1, 1, 1]",17,10,4,1,16,0,0
849,"[4, 3, 3, 3, 3]",17,5,4,3,16,1,43
850,"[4, 3, 3, 3, 2, 1]",17,6,4,1,16,0,0
851,"[4, 3, 3, 3, 1, 1, 1]",17,7,4,1,16,0,0
852,"[4, 3, 3, 2, 2, 2]",17,6,4,2,16,0,0
853,"[4, 3, 3, 2, 2, 1, 1]",17,7,4,1,16,0,0
854,"[4, 3, 3, 2, 1, 1, 1, 1]",17,8,4,1,16,0,0
855,"[4, 3, 3, 1, 1, 1, 1, 1, 1]",17,9,4,1,16,0,0
856,"[4, 3, 2, 2, 2, 2, 1]",17,7,4,1,16,0,0
857,"[4, 3, 2, 2, 2, 1, 1, 1]",17,8,4,1,16,0,0
858,"[4, 3, 2, 2, 1, 1, 1, 1, 1]",17,9,4,1,16,0,0
859,"[4, 3, 2, 1, 1, 1, 1, 1, 1, 1]",17,10,4,1,16,0,0
860,"[4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]",17,11,4,1,16,0,0
861,"[4, 2, 2, 2, 2, 2, 2]",17,7,4,2,16,0,0
862,"[4, 2, 2, 2, 2, 2, 1, 1]",17,8,4,1,16,0,0
863,"[4, 2, 2, 2, 2, 1, 1, 1, 1]",17,9,4,1,16,0,0
864,"[4, 2, 2, 2, 1, 1, 1, 1, 1, 1]",17,10,4,1,16,0,0
865,"[4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",17,11,4,1,16,0,0
866,"[4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",17,12,4,1,16,0,0
867,"[4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",17,13,4,1,16,0,0
868,"[3, 3, 3, 3, 3, 1]",17,6,3,1,16,1,17
869,"[3, 3, 3, 3, 2, 2]",17,6,3,2,16,1,6
870,"[3, 3, 3, 3, 2, 1, 1]",17,7,3,1,16,0,0
871,"[3, 3, 3, 3, 1, 1, 1, 1]",17,8,3,1,16,0,0
872,"[3, 3, 3, 2, 2, 2, 1]",17,7,3,1,16,0,0
873,"[3, 3, 3, 2, 2, 1, 1, 1]",17,8,3,1,16,0,0
874,"[3, 3, 3, 2, 1, 1, 1, 1, 1]",17,9,3,1,16,0,0
875,"[3, 3, 3, 1, 1, 1, 1, 1, 1, 1]",17,10,3,1,16,0,0
876,"[3, 3, 2, 2, 2, 2, 2]",17,7,3,2,16,0,0
877,"[3, 3, 2, 2, 2, 2, 1, 1]",17,8,3,1,16,0,0
878,"[3, 3, 2, 2, 2, 1, 1, 1, 1]",17,9,3,1,16,0,0
879,"[3, 3, 2, 2, 1, 1, 1, 1, 1, 1]",17,10,3,1,16,0,0
880,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1]",17,11,3,1,16,0,0
881,"[3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",17,12,3,1,16,0,0
882,"[3, 2, 2, 2, 2, 2, 2, 1]",17,8,3,1,16,0,0
883,"[3, 2, 2, 2, 2, 2, 1, 1, 1]",17,9,3,1,16,0,0
884,"[3, 2, 2, 2, 2, 1, 1, 1, 1, 1]",17,10,3,1,16,0,0
885,"[3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1]",17,11,3,1,16,0,0
886,"[3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",17,12,3,1,16,0,0
887,"[3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",17,13,3,1,16,0,0
888,"[3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",17,14,3,1,16,0,0
889,"[2, 2, 2, 2, 2, 2, 2, 2]",17,8,2,2,16,1,100
890,"[2, 2, 2, 2, 2, 2, 2, 1, 1]",17,9,2,1,16,0,0
891,"[2, 2, 2, 2, 2, 2, 1, 1, 1, 1]",17,10,2,1,16,0,0
892,"[2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]",17,11,2,1,16,0,0
893,"[2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",17,12,2,1,16,0,0
894,"[2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",17,13,2,1,16,0,0
895,"[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",17,14,2,1,16,0,0
896,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",17,15,2,1,16,0,0
897,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",17,16,1,1,16,1,54
898,"[16, 1]",18,2,16,1,17,1,30
899,"[15, 2]",18,2,15,2,17,1,381
900,"[15, 1, 1]",18,3,15,1,17,1,206
901,"[14, 3]",18,2,14,3,17,1,895
902,"[14, 2, 1]",18,3,14,1,17,1,57
903,"[14, 1, 1, 1]",18,4,14,1,17,1,208
904,"[13, 4]",18,2,13,4,17,1,1453
905,"[13, 3, 1]",18,3,13,1,17,1,43
906,"[13, 2, 2]",18,3,13,2,17,1,215
907,"[13, 2, 1, 1]",18,4,13,1,17,0,0
908,"[13, 1, 1, 1, 1]",18,5,13,1,17,1,105
909,"[12, 5]",18,2,12,5,17,1,1994
910,"[12, 4, 1]",18,3,12,1,17,1,52
911,"[12, 3, 2]",18,3,12,2,17,1,36
912,"[12, 3, 1, 1]",18,4,12,1,17,1,12
913,"[12, 2, 2, 1]",18,4,12,1,17,1,10
914,"[12, 2, 1, 1, 1]",18,5,12,1,17,0,0
915,"[12, 1, 1, 1, 1, 1]",18,6,12,1,17,1,51
916,"[11, 6]",18,2,11,6,17,1,2428
917,"[11, 5, 1]",18,3,11,1,17,1,28
918,"[11, 4, 2]",18,3,11,2,17,1,18
919,"[11, 4, 1, 1]",18,4,11,1,17,1,12
920,"[11, 3, 3]",18,3,11,3,17,1,185
921,"[11, 3, 2, 1]",18,4,11,1,17,0,0
922,"[11, 3, 1, 1, 1]",18,5,11,1,17,0,0
923,"[11, 2, 2, 2]",18,4,11,2,17,1,61
924,"[11, 2, 2, 1, 1]",18,5,11,1,17,0,0
925,"[11, 2, 1, 1, 1, 1]",18,6,11,1,17,0,0
926,"[11, 1, 1, 1, 1, 1, 1]",18,7,11,1,17,1,23
927,"[10, 7]",18,2,10,7,17,1,2565
928,"[10, 6, 1]",18,3,10,1,17,1,26
929,"[10, 5, 2]",18,3,10,2,17,1,17
930,"[10, 5, 1, 1]",18,4,10,1,17,1,13
931,"[10, 4, 3]",18,3,10,3,17,1,19
932,"[10, 4, 2, 1]",18,4,10,1,17,1,0
933,"[10, 4, 1, 1, 1]",18,5,10,1,17,1,1
934,"[10, 3, 3, 1]",18,4,10,1,17,1,5
935,"[10, 3, 2, 2]",18,4,10,2,17,1,4
936,"[10, 3, 2, 1, 1]",18,5,10,1,17,0,0
937,"[10, 3, 1, 1, 1, 1]",18,6,10,1,17,0,0
938,"[10, 2, 2, 2, 1]",18,5,10,1,17,1,3
939,"[10, 2, 2, 1, 1, 1]",18,6,10,1,17,0,0
940,"[10, 2, 1, 1, 1, 1, 1]",18,7,10,1,17,0,0
941,"[10, 1, 1, 1, 1, 1, 1, 1]",18,8,10,1,17,1,13
942,"[9, 8]",18,2,9,8,17,1,5549
943,"[9, 7, 1]",18,3,9,1,17,1,18
944,"[9, 6, 2]",18,3,9,2,17,1,4
945,"[9, 6, 1, 1]",18,4,9,1,17,1,5
946,"[9, 5, 3]",18,3,9,3,17,1,6
947,"[9, 5, 2, 1]",18,4,9,1,17,1,1
948,"[9, 5, 1, 1, 1]",18,5,9,1,17,1,1
949,"[9, 4, 4]",18,3,9,4,17,1,121
950,"[9, 4, 3, 1]",18,4,9,1,17,0,0
951,"[9, 4, 2, 2]",18,4,9,2,17,0,0
952,"[9, 4, 2, 1, 1]",18,5,9,1,17,0,0
953,"[9, 4, 1, 1, 1, 1]",18,6,9,1,17,0,0
954,"[9, 3, 3, 2]",18,4,9,2,17,1,2
955,"[9, 3, 3, 1, 1]",18,5,9,1,17,1,2
956,"[9, 3, 2, 2, 1]",18,5,9,1,17,0,0
957,"[9, 3, 2, 1, 1, 1]",18,6,9,1,17,0,0
958,"[9, 3, 1, 1, 1, 1, 1]",18,7,9,1,17,0,0
959,"[9, 2, 2, 2, 2]",18,5,9,2,17,1,16
960,"[9, 2, 2, 2, 1, 1]",18,6,9,1,17,0,0
961,"[9, 2, 2, 1, 1, 1, 1]",18,7,9,1,17,0,0
962,"[9, 2, 1, 1, 1, 1, 1, 1]",18,8,9,1,17,0,0
963,"[9, 1, 1, 1, 1, 1, 1, 1, 1]",18,9,9,1,17,1,4
964,"[8, 8, 1]",18,3,8,1,17,1,222
965,"[8, 7, 2]",18,3,8,2,17,1,9
966,"[8, 7, 1, 1]",18,4,8,1,17,0,0
967,"[8, 6, 3]",18,3,8,3,17,1,2
968,"[8, 6, 2, 1]",18,4,8,1,17,0,0
969,"[8, 6, 1, 1, 1]",18,5,8,1,17,0,0
970,"[8, 5, 4]",18,3,8,4,17,1,2
971,"[8, 5, 3, 1]",18,4,8,1,17,0,0
972,"[8, 5, 2, 2]",18,4,8,2,17,1,1
973,"[8, 5, 2, 1, 1]",18,5,8,1,17,0,0
974,"[8, 5, 1, 1, 1, 1]",18,6,8,1,17,0,0
975,"[8, 4, 4, 1]",18,4,8,1,17,0,0
976,"[8, 4, 3, 2]",18,4,8,2,17,1,0
977,"[8, 4, 3, 1, 1]",18,5,8,1,17,0,0
978,"[8, 4, 2, 2, 1]",18,5,8,1,17,0,0
979,"[8, 4, 2, 1, 1, 1]",18,6,8,1,17,0,0
980,"[8, 4, 1, 1, 1, 1, 1]",18,7,8,1,17,0,0
981,"[8, 3, 3, 3]",18,4,8,3,17,1,8
982,"[8, 3, 3, 2, 1]",18,5,8,1,17,0,0
983,"[8, 3, 3, 1, 1, 1]",18,6,8,1,17,0,0
984,"[8, 3, 2, 2, 2]",18,5,8,2,17,1,0
985,"[8, 3, 2, 2, 1, 1]",18,6,8,1,17,0,0
986,"[8, 3, 2, 1, 1, 1, 1]",18,7,8,1,17,0,0
987,"[8, 3, 1, 1, 1, 1, 1, 1]",18,8,8,1,17,0,0
988,"[8, 2, 2, 2, 2, 1]",18,6,8,1,17,0,0
989,"[8, 2, 2, 2, 1, 1, 1]",18,7,8,1,17,0,0
990,"[8, 2, 2, 1, 1, 1, 1, 1]",18,8,8,1,17,0,0
991,"[8, 2, 1, 1, 1, 1, 1, 1, 1]",18,9,8,1,17,0,0
992,"[8, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,10,8,1,17,0,0
993,"[7, 7, 3]",18,3,7,3,17,1,100
994,"[7, 7, 2, 1]",18,4,7,1,17,1,5
995,"[7, 7, 1, 1, 1]",18,5,7,1,17,1,23
996,"[7, 6, 4]",18,3,7,4,17,1,17
997,"[7, 6, 3, 1]",18,4,7,1,17,0,0
998,"[7, 6, 2, 2]",18,4,7,2,17,1,0
999,"[7, 6, 2, 1, 1]",18,5,7,1,17,0,0
1000,"[7, 6, 1, 1, 1, 1]",18,6,7,1,17,0,0
1001,"[7, 5, 5]",18,3,7,5,17,1,160
1002,"[7, 5, 4, 1]",18,4,7,1,17,0,0
1003,"[7, 5, 3, 2]",18,4,7,2,17,0,0
1004,"[7, 5, 3, 1, 1]",18,5,7,1,17,0,0
1005,"[7, 5, 2, 2, 1]",18,5,7,1,17,0,0
1006,"[7, 5, 2, 1, 1, 1]",18,6,7,1,17,0,0
1007,"[7, 5, 1, 1, 1, 1, 1]",18,7,7,1,17,0,0
1008,"[7, 4, 4, 2]",18,4,7,2,17,1,0
1009,"[7, 4, 4, 1, 1]",18,5,7,1,17,0,0
1010,"[7, 4, 3, 3]",18,4,7,3,17,0,0
1011,"[7, 4, 3, 2, 1]",18,5,7,1,17,0,0
1012,"[7, 4, 3, 1, 1, 1]",18,6,7,1,17,0,0
1013,"[7, 4, 2, 2, 2]",18,5,7,2,17,0,0
1014,"[7, 4, 2, 2, 1, 1]",18,6,7,1,17,0,0
1015,"[7, 4, 2, 1, 1, 1, 1]",18,7,7,1,17,0,0
1016,"[7, 4, 1, 1, 1, 1, 1, 1]",18,8,7,1,17,0,0
1017,"[7, 3, 3, 3, 1]",18,5,7,1,17,0,0
1018,"[7, 3, 3, 2, 2]",18,5,7,2,17,0,0
1019,"[7, 3, 3, 2, 1, 1]",18,6,7,1,17,0,0
1020,"[7, 3, 3, 1, 1, 1, 1]",18,7,7,1,17,0,0
1021,"[7, 3, 2, 2, 2, 1]",18,6,7,1,17,0,0
1022,"[7, 3, 2, 2, 1, 1, 1]",18,7,7,1,17,0,0
1023,"[7, 3, 2, 1, 1, 1, 1, 1]",18,8,7,1,17,0,0
1024,"[7, 3, 1, 1, 1, 1, 1, 1, 1]",18,9,7,1,17,0,0
1025,"[7, 2, 2, 2, 2, 2]",18,6,7,2,17,1,5
1026,"[7, 2, 2, 2, 2, 1, 1]",18,7,7,1,17,0,0
1027,"[7, 2, 2, 2, 1, 1, 1, 1]",18,8,7,1,17,0,0
1028,"[7, 2, 2, 1, 1, 1, 1, 1, 1]",18,9,7,1,17,0,0
1029,"[7, 2, 1, 1, 1, 1, 1, 1, 1, 1]",18,10,7,1,17,0,0
1030,"[7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,11,7,1,17,0,0
1031,"[6, 6, 5]",18,3,6,5,17,1,243
1032,"[6, 6, 4, 1]",18,4,6,1,17,1,0
1033,"[6, 6, 3, 2]",18,4,6,2,17,1,2
1034,"[6, 6, 3, 1, 1]",18,5,6,1,17,1,0
1035,"[6, 6, 2, 2, 1]",18,5,6,1,17,1,1
1036,"[6, 6, 2, 1, 1, 1]",18,6,6,1,17,0,0
1037,"[6, 6, 1, 1, 1, 1, 1]",18,7,6,1,17,1,5
1038,"[6, 5, 5, 1]",18,4,6,1,17,0,0
1039,"[6, 5, 4, 2]",18,4,6,2,17,0,0
1040,"[6, 5, 4, 1, 1]",18,5,6,1,17,0,0
1041,"[6, 5, 3, 3]",18,4,6,3,17,0,0
1042,"[6, 5, 3, 2, 1]",18,5,6,1,17,0,0
1043,"[6, 5, 3, 1, 1, 1]",18,6,6,1,17,0,0
1044,"[6, 5, 2, 2, 2]",18,5,6,2,17,0,0
1045,"[6, 5, 2, 2, 1, 1]",18,6,6,1,17,0,0
1046,"[6, 5, 2, 1, 1, 1, 1]",18,7,6,1,17,0,0
1047,"[6, 5, 1, 1, 1, 1, 1, 1]",18,8,6,1,17,0,0
1048,"[6, 4, 4, 3]",18,4,6,3,17,1,2
1049,"[6, 4, 4, 2, 1]",18,5,6,1,17,0,0
1050,"[6, 4, 4, 1, 1, 1]",18,6,6,1,17,0,0
1051,"[6, 4, 3, 3, 1]",18,5,6,1,17,0,0
1052,"[6, 4, 3, 2, 2]",18,5,6,2,17,0,0
1053,"[6, 4, 3, 2, 1, 1]",18,6,6,1,17,0,0
1054,"[6, 4, 3, 1, 1, 1, 1]",18,7,6,1,17,0,0
1055,"[6, 4, 2, 2, 2, 1]",18,6,6,1,17,0,0
1056,"[6, 4, 2, 2, 1, 1, 1]",18,7,6,1,17,0,0
1057,"[6, 4, 2, 1, 1, 1, 1, 1]",18,8,6,1,17,0,0
1058,"[6, 4, 1, 1, 1, 1, 1, 1, 1]",18,9,6,1,17,0,0
1059,"[6, 3, 3, 3, 2]",18,5,6,2,17,0,0
1060,"[6, 3, 3, 3, 1, 1]",18,6,6,1,17,0,0
1061,"[6, 3, 3, 2, 2, 1]",18,6,6,1,17,0,0
1062,"[6, 3, 3, 2, 1, 1, 1]",18,7,6,1,17,0,0
1063,"[6, 3, 3, 1, 1, 1, 1, 1]",18,8,6,1,17,0,0
1064,"[6, 3, 2, 2, 2, 2]",18,6,6,2,17,0,0
1065,"[6, 3, 2, 2, 2, 1, 1]",18,7,6,1,17,0,0
1066,"[6, 3, 2, 2, 1, 1, 1, 1]",18,8,6,1,17,0,0
1067,"[6, 3, 2, 1, 1, 1, 1, 1, 1]",18,9,6,1,17,0,0
1068,"[6, 3, 1, 1, 1, 1, 1, 1, 1, 1]",18,10,6,1,17,0,0
1069,"[6, 2, 2, 2, 2, 2, 1]",18,7,6,1,17,0,0
1070,"[6, 2, 2, 2, 2, 1, 1, 1]",18,8,6,1,17,0,0
1071,"[6, 2, 2, 2, 1, 1, 1, 1, 1]",18,9,6,1,17,0,0
1072,"[6, 2, 2, 1, 1, 1, 1, 1, 1, 1]",18,10,6,1,17,0,0
1073,"[6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,11,6,1,17,0,0
1074,"[6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,12,6,1,17,0,0
1075,"[5, 5, 5, 2]",18,4,5,2,17,1,21
1076,"[5, 5, 5, 1, 1]",18,5,5,1,17,1,11
1077,"[5, 5, 4, 3]",18,4,5,3,17,1,2
1078,"[5, 5, 4, 2, 1]",18,5,5,1,17,0,0
1079,"[5, 5, 4, 1, 1, 1]",18,6,5,1,17,0,0
1080,"[5, 5, 3, 3, 1]",18,5,5,1,17,0,0
1081,"[5, 5, 3, 2, 2]",18,5,5,2,17,0,0
1082,"[5, 5, 3, 2, 1, 1]",18,6,5,1,17,0,0
1083,"[5, 5, 3, 1, 1, 1, 1]",18,7,5,1,17,0,0
1084,"[5, 5, 2, 2, 2, 1]",18,6,5,1,17,0,0
1085,"[5, 5, 2, 2, 1, 1, 1]",18,7,5,1,17,0,0
1086,"[5, 5, 2, 1, 1, 1, 1, 1]",18,8,5,1,17,0,0
1087,"[5, 5, 1, 1, 1, 1, 1, 1, 1]",18,9,5,1,17,0,0
1088,"[5, 4, 4, 4]",18,4,5,4,17,1,103
1089,"[5, 4, 4, 3, 1]",18,5,5,1,17,0,0
1090,"[5, 4, 4, 2, 2]",18,5,5,2,17,0,0
1091,"[5, 4, 4, 2, 1, 1]",18,6,5,1,17,0,0
1092,"[5, 4, 4, 1, 1, 1, 1]",18,7,5,1,17,0,0
1093,"[5, 4, 3, 3, 2]",18,5,5,2,17,0,0
1094,"[5, 4, 3, 3, 1, 1]",18,6,5,1,17,0,0
1095,"[5, 4, 3, 2, 2, 1]",18,6,5,1,17,0,0
1096,"[5, 4, 3, 2, 1, 1, 1]",18,7,5,1,17,0,0
1097,"[5, 4, 3, 1, 1, 1, 1, 1]",18,8,5,1,17,0,0
1098,"[5, 4, 2, 2, 2, 2]",18,6,5,2,17,0,0
1099,"[5, 4, 2, 2, 2, 1, 1]",18,7,5,1,17,0,0
1100,"[5, 4, 2, 2, 1, 1, 1, 1]",18,8,5,1,17,0,0
1101,"[5, 4, 2, 1, 1, 1, 1, 1, 1]",18,9,5,1,17,0,0
1102,"[5, 4, 1, 1, 1, 1, 1, 1, 1, 1]",18,10,5,1,17,0,0
1103,"[5, 3, 3, 3, 3]",18,5,5,3,17,1,9
1104,"[5, 3, 3, 3, 2, 1]",18,6,5,1,17,0,0
1105,"[5, 3, 3, 3, 1, 1, 1]",18,7,5,1,17,0,0
1106,"[5, 3, 3, 2, 2, 2]",18,6,5,2,17,0,0
1107,"[5, 3, 3, 2, 2, 1, 1]",18,7,5,1,17,0,0
1108,"[5, 3, 3, 2, 1, 1, 1, 1]",18,8,5,1,17,0,0
1109,"[5, 3, 3, 1, 1, 1, 1, 1, 1]",18,9,5,1,17,0,0
1110,"[5, 3, 2, 2, 2, 2, 1]",18,7,5,1,17,0,0
1111,"[5, 3, 2, 2, 2, 1, 1, 1]",18,8,5,1,17,0,0
1112,"[5, 3, 2, 2, 1, 1, 1, 1, 1]",18,9,5,1,17,0,0
1113,"[5, 3, 2, 1, 1, 1, 1, 1, 1, 1]",18,10,5,1,17,0,0
1114,"[5, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,11,5,1,17,0,0
1115,"[5, 2, 2, 2, 2, 2, 2]",18,7,5,2,17,1,2
1116,"[5, 2, 2, 2, 2, 2, 1, 1]",18,8,5,1,17,0,0
1117,"[5, 2, 2, 2, 2, 1, 1, 1, 1]",18,9,5,1,17,0,0
1118,"[5, 2, 2, 2, 1, 1, 1, 1, 1, 1]",18,10,5,1,17,0,0
1119,"[5, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",18,11,5,1,17,0,0
1120,"[5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,12,5,1,17,0,0
1121,"[5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,13,5,1,17,0,0
1122,"[4, 4, 4, 4, 1]",18,5,4,1,17,1,23
1123,"[4, 4, 4, 3, 2]",18,5,4,2,17,1,0
1124,"[4, 4, 4, 3, 1, 1]",18,6,4,1,17,0,0
1125,"[4, 4, 4, 2, 2, 1]",18,6,4,1,17,0,0
1126,"[4, 4, 4, 2, 1, 1, 1]",18,7,4,1,17,0,0
1127,"[4, 4, 4, 1, 1, 1, 1, 1]",18,8,4,1,17,0,0
1128,"[4, 4, 3, 3, 3]",18,5,4,3,17,1,10
1129,"[4, 4, 3, 3, 2, 1]",18,6,4,1,17,0,0
1130,"[4, 4, 3, 3, 1, 1, 1]",18,7,4,1,17,0,0
1131,"[4, 4, 3, 2, 2, 2]",18,6,4,2,17,0,0
1132,"[4, 4, 3, 2, 2, 1, 1]",18,7,4,1,17,0,0
1133,"[4, 4, 3, 2, 1, 1, 1, 1]",18,8,4,1,17,0,0
1134,"[4, 4, 3, 1, 1, 1, 1, 1, 1]",18,9,4,1,17,0,0
1135,"[4, 4, 2, 2, 2, 2, 1]",18,7,4,1,17,0,0
1136,"[4, 4, 2, 2, 2, 1, 1, 1]",18,8,4,1,17,0,0
1137,"[4, 4, 2, 2, 1, 1, 1, 1, 1]",18,9,4,1,17,0,0
1138,"[4, 4, 2, 1, 1, 1, 1, 1, 1, 1]",18,10,4,1,17,0,0
1139,"[4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,11,4,1,17,0,0
1140,"[4, 3, 3, 3, 3, 1]",18,6,4,1,17,0,0
1141,"[4, 3, 3, 3, 2, 2]",18,6,4,2,17,0,0
1142,"[4, 3, 3, 3, 2, 1, 1]",18,7,4,1,17,0,0
1143,"[4, 3, 3, 3, 1, 1, 1, 1]",18,8,4,1,17,0,0
1144,"[4, 3, 3, 2, 2, 2, 1]",18,7,4,1,17,0,0
1145,"[4, 3, 3, 2, 2, 1, 1, 1]",18,8,4,1,17,0,0
1146,"[4, 3, 3, 2, 1, 1, 1, 1, 1]",18,9,4,1,17,0,0
1147,"[4, 3, 3, 1, 1, 1, 1, 1, 1, 1]",18,10,4,1,17,0,0
1148,"[4, 3, 2, 2, 2, 2, 2]",18,7,4,2,17,0,0
1149,"[4, 3, 2, 2, 2, 2, 1, 1]",18,8,4,1,17,0,0
1150,"[4, 3, 2, 2, 2, 1, 1, 1, 1]",18,9,4,1,17,0,0
1151,"[4, 3, 2, 2, 1, 1, 1, 1, 1, 1]",18,10,4,1,17,0,0
1152,"[4, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1]",18,11,4,1,17,0,0
1153,"[4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,12,4,1,17,0,0
1154,"[4, 2, 2, 2, 2, 2, 2, 1]",18,8,4,1,17,0,0
1155,"[4, 2, 2, 2, 2, 2, 1, 1, 1]",18,9,4,1,17,0,0
1156,"[4, 2, 2, 2, 2, 1, 1, 1, 1, 1]",18,10,4,1,17,0,0
1157,"[4, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1]",18,11,4,1,17,0,0
1158,"[4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,12,4,1,17,0,0
1159,"[4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,13,4,1,17,0,0
1160,"[4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",18,14,4,1,17,0,0
1161,"[3, 3, 3, 3, 3, 2]",18,6,3,2,17,1,7
1162,"[3, 3, 3, 3, 3, 1, 1]",18,7,3,1,17,1,4
1163,"[3, 3, 3, 3, 2, 2, 1]",18,7,3,1,17,0,0
1164,"[3, 3, 3, 3, 2, 1, 1, 1]",18,8,3,1,17,0,0
1165,"[3, 3, 3, 3, 1, 1, 1, 1, 1]",18,9,3,1,17,0,0
1166,"[3, 3, 3, 2, 2, 2, 2]",18,7,3,2,17,0,0
1167,"[3, 3, 3, 2, 2, 2, 1, 1]",18,8,3,1,17,0,0
1168,"[3, 3, 3, 2, 2, 1, 1, 1, 1]",18,9,3,1,17,0,0
1169,"[3, 3, 3, 2, 1, 1, 1, 1, 1, 1]",18,10,3,1,17,0,0
1170,"[3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1]",18,11,3,1,17,0,0
1171,"[3, 3, 2, 2, 2, 2, 2, 1]",18,8,3,1,17,0,0
1172,"[3, 3, 2, 2, 2, 2, 1, 1, 1]",18,9,3,1,17,0,0
1173,"[3, 3, 2, 2, 2, 1, 1, 1, 1, 1]",18,10,3,1,17,0,0
1174,"[3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1]",18,11,3,1,17,0,0
